date,high,avg,low
8/10/2005,89,81,73
8/11/2005,97,86,75
8/12/2005,96,87,77
8/13/2005,99,90,80
8/14/2005,96,84,72
8/15/2005,77,74,70
8/16/2005,76,72,68
8/17/2005,88,78,68
8/18/2005,81,75,68
8/19/2005,77,74,70
8/20/2005,83,78,72
8/21/2005,93,85,76
8/22/2005,89,80,71
8/23/2005,82,75,67
8/24/2005,80,74,67
8/25/2005,82,74,65
8/26/2005,84,76,68
8/27/2005,81,76,70
8/28/2005,81,77,73
8/29/2005,85,80,74
8/30/2005,85,80,75
8/31/2005,87,80,72
9/1/2005,84,77,70
9/2/2005,89,78,67
9/3/2005,82,75,67
9/4/2005,82,74,65
9/5/2005,81,73,65
9/6/2005,82,73,63
9/7/2005,82,72,62
9/8/2005,87,76,64
9/9/2005,81,74,67
9/10/2005,83,74,64
9/11/2005,80,69,58
9/12/2005,90,78,65
9/13/2005,92,82,71
9/14/2005,83,77,70
9/15/2005,85,80,75
9/16/2005,82,78,73
9/17/2005,85,78,70
9/18/2005,83,74,65
9/19/2005,85,76,67
9/20/2005,82,77,72
9/21/2005,83,74,65
9/22/2005,85,77,68
9/23/2005,87,78,69
9/24/2005,71,65,59
9/25/2005,71,66,60
9/26/2005,78,73,68
9/27/2005,77,69,61
9/28/2005,74,66,57
9/29/2005,75,65,54
9/30/2005,67,59,50
10/1/2005,73,64,54
10/2/2005,80,69,57
10/3/2005,78,69,60
10/4/2005,77,71,65
10/5/2005,79,71,63
10/6/2005,77,71,64
10/7/2005,76,73,70
10/8/2005,73,63,53
10/9/2005,59,56,53
10/10/2005,61,59,56
10/11/2005,64,61,57
10/12/2005,58,55,52
10/13/2005,60,58,56
10/14/2005,62,60,58
10/15/2005,72,65,57
10/16/2005,63,58,53
10/17/2005,64,59,53
10/18/2005,70,61,52
10/19/2005,69,60,51
10/20/2005,62,56,49
10/21/2005,56,54,52
10/22/2005,55,51,47
10/23/2005,54,50,45
10/24/2005,52,47,42
10/25/2005,50,45,39
10/26/2005,51,45,39
10/27/2005,48,44,40
10/28/2005,50,46,42
10/29/2005,48,45,41
10/30/2005,67,56,45
10/31/2005,68,58,48
11/1/2005,69,61,52
11/2/2005,57,52,46
11/3/2005,65,56,46
11/4/2005,68,60,51
11/5/2005,72,64,56
11/6/2005,69,61,53
11/7/2005,62,57,52
11/8/2005,63,56,49
11/9/2005,62,55,47
11/10/2005,62,52,41
11/11/2005,47,44,40
11/12/2005,56,47,38
11/13/2005,65,57,48
11/14/2005,65,58,50
11/15/2005,62,55,48
11/16/2005,68,57,46
11/17/2005,46,41,36
11/18/2005,41,37,32
11/19/2005,46,40,33
11/20/2005,57,48,39
11/21/2005,53,49,45
11/22/2005,48,42,35
11/23/2005,36,32,27
11/24/2005,49,37,24
11/25/2005,33,28,22
11/26/2005,42,35,28
11/27/2005,52,46,40
11/28/2005,62,55,48
11/29/2005,63,61,58
11/30/2005,63,54,44
12/1/2005,47,43,38
12/2/2005,43,38,32
12/3/2005,36,33,29
12/4/2005,34,31,28
12/5/2005,35,33,31
12/6/2005,37,33,29
12/7/2005,32,29,26
12/8/2005,32,27,22
12/9/2005,38,34,29
12/10/2005,36,32,27
12/11/2005,39,35,31
12/12/2005,37,31,24
12/13/2005,26,22,17
12/14/2005,24,19,14
12/15/2005,38,28,18
12/16/2005,54,46,37
12/17/2005,41,37,33
12/18/2005,40,36,32
12/19/2005,37,32,26
12/20/2005,36,29,22
12/21/2005,33,29,24
12/22/2005,37,33,28
12/23/2005,51,43,34
12/24/2005,55,49,43
12/25/2005,54,47,39
12/26/2005,53,46,39
12/27/2005,43,40,36
12/28/2005,50,42,34
12/29/2005,51,49,47
12/30/2005,47,40,33
12/31/2005,36,34,32
1/1/2006,42,37,32
1/2/2006,48,44,39
1/3/2006,40,37,33
1/4/2006,38,34,29
1/5/2006,50,44,37
1/6/2006,43,37,30
1/7/2006,35,30,25
1/8/2006,46,40,34
1/9/2006,60,52,43
1/10/2006,49,45,41
1/11/2006,52,47,42
1/12/2006,57,51,45
1/13/2006,54,49,43
1/14/2006,57,44,31
1/15/2006,32,24,16
1/16/2006,32,24,16
1/17/2006,44,35,26
1/18/2006,58,47,36
1/19/2006,47,41,34
1/20/2006,61,52,42
1/21/2006,63,51,38
1/22/2006,43,38,33
1/23/2006,40,38,35
1/24/2006,46,41,35
1/25/2006,42,38,34
1/26/2006,35,31,26
1/27/2006,43,34,24
1/28/2006,58,48,37
1/29/2006,53,49,44
1/30/2006,64,53,41
1/31/2006,42,41,39
2/1/2006,41,39,36
2/2/2006,52,45,38
2/3/2006,62,54,46
2/4/2006,53,48,43
2/5/2006,55,46,37
2/6/2006,39,37,34
2/7/2006,43,37,31
2/8/2006,36,32,28
2/9/2006,36,30,23
2/10/2006,37,32,26
2/11/2006,36,32,28
2/12/2006,28,26,23
2/13/2006,36,28,19
2/14/2006,41,35,28
2/15/2006,56,46,36
2/16/2006,59,50,40
2/17/2006,58,45,32
2/18/2006,35,25,15
2/19/2006,30,23,15
2/20/2006,36,29,22
2/21/2006,41,36,31
2/22/2006,45,39,32
2/23/2006,48,43,38
2/24/2006,42,35,28
2/25/2006,50,39,27
2/26/2006,29,24,18
2/27/2006,28,23,18
2/28/2006,33,28,22
3/1/2006,41,34,27
3/2/2006,35,32,29
3/3/2006,33,28,22
3/4/2006,39,32,24
3/5/2006,45,38,31
3/6/2006,43,37,31
3/7/2006,44,37,30
3/8/2006,49,39,29
3/9/2006,51,46,41
3/10/2006,74,61,47
3/11/2006,63,55,47
3/12/2006,55,52,49
3/13/2006,62,56,50
3/14/2006,62,51,39
3/15/2006,44,40,37
3/16/2006,46,41,36
3/17/2006,46,39,30
3/18/2006,41,34,28
3/19/2006,41,36,30
3/20/2006,41,34,27
3/21/2006,43,34,24
3/22/2006,44,37,30
3/23/2006,53,44,34
3/24/2006,52,46,39
3/25/2006,47,43,38
3/26/2006,51,44,37
3/27/2006,57,47,37
3/28/2006,55,49,43
3/29/2006,63,52,41
3/30/2006,66,56,46
3/31/2006,68,60,51
4/1/2006,73,63,53
4/2/2006,66,56,46
4/3/2006,57,52,46
4/4/2006,55,48,43
4/5/2006,46,40,33
4/6/2006,53,46,39
4/7/2006,66,55,46
4/8/2006,63,49,37
4/9/2006,57,47,37
4/10/2006,62,52,42
4/11/2006,68,56,46
4/12/2006,64,56,50
4/13/2006,78,66,55
4/14/2006,66,60,53
4/15/2006,80,66,51
4/16/2006,66,58,51
4/17/2006,63,54,46
4/18/2006,72,60,48
4/19/2006,75,62,51
4/20/2006,82,70,57
4/21/2006,62,54,48
4/22/2006,46,44,42
4/23/2006,62,53,44
4/24/2006,62,54,46
4/25/2006,71,60,48
4/26/2006,60,49,41
4/27/2006,73,60,48
4/28/2006,64,56,48
4/29/2006,64,55,46
4/30/2006,70,57,44
5/1/2006,71,61,52
5/2/2006,70,60,50
5/3/2006,71,61,52
5/4/2006,82,66,53
5/5/2006,80,72,64
5/6/2006,77,65,52
5/7/2006,66,56,46
5/8/2006,63,58,53
5/9/2006,62,58,54
5/10/2006,69,60,53
5/11/2006,62,58,55
5/12/2006,72,64,57
5/13/2006,71,62,53
5/14/2006,61,56,51
5/15/2006,62,56,51
5/16/2006,63,58,53
5/17/2006,71,62,54
5/18/2006,73,65,57
5/19/2006,61,55,50
5/20/2006,68,60,51
5/21/2006,70,60,51
5/22/2006,64,56,48
5/23/2006,68,56,45
5/24/2006,73,63,53
5/25/2006,75,66,57
5/26/2006,73,66,59
5/27/2006,82,72,64
5/28/2006,82,74,66
5/29/2006,88,76,66
5/30/2006,88,78,68
5/31/2006,75,68,64
6/1/2006,84,74,64
6/2/2006,80,74,68
6/3/2006,66,62,57
6/4/2006,68,62,57
6/5/2006,71,65,59
6/6/2006,72,64,59
6/7/2006,64,60,57
6/8/2006,66,60,57
6/9/2006,75,66,60
6/10/2006,66,60,57
6/11/2006,69,61,53
6/12/2006,73,65,57
6/13/2006,81,72,63
6/14/2006,77,72,66
6/15/2006,80,72,66
6/16/2006,84,74,64
6/17/2006,82,76,70
6/18/2006,91,81,72
6/19/2006,88,80,73
6/20/2006,82,77,72
6/21/2006,82,76,69
6/22/2006,87,78,69
6/23/2006,84,78,73
6/24/2006,73,71,69
6/25/2006,73,71,69
6/26/2006,75,72,70
6/27/2006,78,74,71
6/28/2006,84,76,69
6/29/2006,82,74,66
6/30/2006,80,71,63
7/1/2006,82,73,64
7/2/2006,87,79,71
7/3/2006,87,80,73
7/4/2006,87,82,78
7/5/2006,79,74,68
7/6/2006,77,68,61
7/7/2006,80,72,64
7/8/2006,82,76,70
7/9/2006,82,76,71
7/10/2006,82,75,68
7/11/2006,88,80,73
7/12/2006,84,76,71
7/13/2006,82,78,72
7/14/2006,87,76,69
7/15/2006,82,77,72
7/16/2006,91,82,73
7/17/2006,95,86,78
7/18/2006,95,82,71
7/19/2006,86,78,71
7/20/2006,81,76,71
7/21/2006,84,76,69
7/22/2006,80,76,71
7/23/2006,78,72,68
7/24/2006,84,75,66
7/25/2006,82,76,72
7/26/2006,84,77,72
7/27/2006,88,81,74
7/28/2006,89,82,75
7/29/2006,89,82,74
7/30/2006,89,83,77
7/31/2006,90,82,74
8/1/2006,95,87,79
8/2/2006,97,90,83
8/3/2006,96,87,78
8/4/2006,89,83,76
8/5/2006,89,81,72
8/6/2006,84,78,72
8/7/2006,87,81,75
8/8/2006,87,80,72
8/9/2006,84,76,67
8/10/2006,84,76,67
8/11/2006,78,72,65
8/12/2006,77,70,62
8/13/2006,80,70,60
8/14/2006,85,76,66
8/15/2006,80,75,69
8/16/2006,85,76,67
8/17/2006,86,78,69
8/18/2006,82,76,70
8/19/2006,82,76,69
8/20/2006,88,80,71
8/21/2006,86,78,69
8/22/2006,86,78,69
8/23/2006,88,78,68
8/24/2006,83,75,66
8/25/2006,74,71,67
8/26/2006,69,66,63
8/27/2006,74,68,62
8/28/2006,77,74,70
8/29/2006,71,68,64
8/30/2006,73,68,62
8/31/2006,72,67,61
9/1/2006,67,64,60
9/2/2006,66,63,59
9/3/2006,75,69,63
9/4/2006,75,68,60
9/5/2006,69,65,61
9/6/2006,75,68,60
9/7/2006,80,71,61
9/8/2006,81,74,66
9/9/2006,82,75,67
9/10/2006,73,68,62
9/11/2006,70,63,56
9/12/2006,70,61,52
9/13/2006,67,62,56
9/14/2006,67,66,64
9/15/2006,67,66,64
9/16/2006,78,71,64
9/17/2006,80,72,63
9/18/2006,83,74,65
9/19/2006,80,74,67
9/20/2006,71,65,58
9/21/2006,68,60,52
9/22/2006,69,61,53
9/23/2006,75,69,63
9/24/2006,79,73,67
9/25/2006,72,67,62
9/26/2006,73,65,57
9/27/2006,73,65,56
9/28/2006,75,69,62
9/29/2006,66,60,53
9/30/2006,66,58,49
10/1/2006,68,62,56
10/2/2006,68,61,53
10/3/2006,79,68,56
10/4/2006,78,71,64
10/5/2006,66,59,52
10/6/2006,57,55,52
10/7/2006,63,57,51
10/8/2006,71,61,51
10/9/2006,78,67,55
10/10/2006,76,67,57
10/11/2006,63,61,59
10/12/2006,68,59,50
10/13/2006,55,48,41
10/14/2006,59,51,43
10/15/2006,58,50,42
10/16/2006,61,52,43
10/17/2006,61,58,54
10/18/2006,72,67,61
10/19/2006,68,63,57
10/20/2006,66,57,47
10/21/2006,57,51,44
10/22/2006,59,53,46
10/23/2006,55,50,44
10/24/2006,52,47,41
10/25/2006,55,49,42
10/26/2006,50,45,39
10/27/2006,51,44,37
10/28/2006,67,57,46
10/29/2006,53,49,45
10/30/2006,60,52,44
10/31/2006,68,60,52
11/1/2006,69,63,57
11/2/2006,60,52,43
11/3/2006,47,42,36
11/4/2006,47,41,35
11/5/2006,50,44,37
11/6/2006,56,49,41
11/7/2006,59,53,47
11/8/2006,59,58,56
11/9/2006,68,62,56
11/10/2006,60,56,51
11/11/2006,66,58,49
11/12/2006,61,55,48
11/13/2006,61,57,52
11/14/2006,61,58,54
11/15/2006,63,60,56
11/16/2006,69,64,59
11/17/2006,64,56,48
11/18/2006,53,48,43
11/19/2006,48,45,42
11/20/2006,45,42,38
11/21/2006,46,41,35
11/22/2006,46,42,38
11/23/2006,44,42,40
11/24/2006,58,50,41
11/25/2006,53,47,40
11/26/2006,59,52,45
11/27/2006,64,56,47
11/28/2006,58,55,51
11/29/2006,59,55,50
11/30/2006,69,64,58
12/1/2006,70,60,49
12/2/2006,49,44,39
12/3/2006,46,41,35
12/4/2006,41,36,31
12/5/2006,37,33,29
12/6/2006,49,40,31
12/7/2006,53,40,26
12/8/2006,29,24,18
12/9/2006,38,31,24
12/10/2006,54,45,35
12/11/2006,57,51,45
12/12/2006,49,47,44
12/13/2006,55,52,49
12/14/2006,57,52,46
12/15/2006,52,48,44
12/16/2006,51,46,41
12/17/2006,56,49,42
12/18/2006,59,52,44
12/19/2006,45,41,36
12/20/2006,45,40,34
12/21/2006,54,46,38
12/22/2006,49,44,39
12/23/2006,59,54,48
12/24/2006,52,48,43
12/25/2006,45,42,39
12/26/2006,53,48,43
12/27/2006,43,41,38
12/28/2006,48,42,36
12/29/2006,48,43,37
12/30/2006,47,41,34
12/31/2006,45,39,33
1/1/2007,56,51,45
1/2/2007,50,46,41
1/3/2007,52,45,38
1/4/2007,56,50,43
1/5/2007,62,58,53
1/6/2007,72,63,54
1/7/2007,54,49,44
1/8/2007,56,47,38
1/9/2007,44,39,34
1/10/2007,36,33,29
1/11/2007,38,32,26
1/12/2007,48,43,37
1/13/2007,56,51,45
1/14/2007,46,44,41
1/15/2007,57,49,40
1/16/2007,55,39,22
1/17/2007,29,24,19
1/18/2007,37,31,25
1/19/2007,41,36,31
1/20/2007,32,27,21
1/21/2007,29,24,19
1/22/2007,33,30,27
1/23/2007,36,32,28
1/24/2007,40,36,32
1/25/2007,34,25,15
1/26/2007,22,16,9
1/27/2007,41,31,20
1/28/2007,41,36,30
1/29/2007,30,26,21
1/30/2007,35,28,21
1/31/2007,33,29,25
2/1/2007,34,30,26
2/2/2007,38,35,32
2/3/2007,35,29,23
2/4/2007,28,23,17
2/5/2007,18,13,8
2/6/2007,25,18,11
2/7/2007,25,19,12
2/8/2007,28,21,14
2/9/2007,32,25,18
2/10/2007,33,28,23
2/11/2007,33,26,19
2/12/2007,40,34,28
2/13/2007,32,27,22
2/14/2007,29,23,16
2/15/2007,24,20,15
2/16/2007,29,22,14
2/17/2007,35,27,19
2/18/2007,34,26,18
2/19/2007,30,21,12
2/20/2007,47,38,29
2/21/2007,49,44,39
2/22/2007,45,41,36
2/23/2007,39,31,22
2/24/2007,42,31,20
2/25/2007,37,31,24
2/26/2007,36,33,30
2/27/2007,43,39,34
2/28/2007,46,41,35
3/1/2007,46,40,33
3/2/2007,58,47,35
3/3/2007,59,50,40
3/4/2007,40,37,33
3/5/2007,41,31,21
3/6/2007,21,16,11
3/7/2007,23,18,12
3/8/2007,34,26,18
3/9/2007,35,24,13
3/10/2007,57,45,32
3/11/2007,50,44,38
3/12/2007,57,47,36
3/13/2007,57,50,43
3/14/2007,70,58,46
3/15/2007,67,52,36
3/16/2007,36,31,26
3/17/2007,38,32,25
3/18/2007,39,33,27
3/19/2007,43,37,30
3/20/2007,50,42,33
3/21/2007,40,33,26
3/22/2007,67,54,40
3/23/2007,61,56,51
3/24/2007,54,48,42
3/25/2007,54,46,38
3/26/2007,54,47,39
3/27/2007,78,64,50
3/28/2007,65,55,45
3/29/2007,57,48,38
3/30/2007,68,54,39
3/31/2007,60,52,43
4/1/2007,50,46,42
4/2/2007,56,49,42
4/3/2007,63,53,42
4/4/2007,42,41,40
4/5/2007,44,39,34
4/6/2007,42,37,31
4/7/2007,43,37,31
4/8/2007,41,36,30
4/9/2007,49,41,32
4/10/2007,51,42,33
4/11/2007,50,43,36
4/12/2007,44,42,39
4/13/2007,49,46,42
4/14/2007,56,48,40
4/15/2007,55,48,40
4/16/2007,48,43,38
4/17/2007,51,47,42
4/18/2007,51,47,42
4/19/2007,61,53,45
4/20/2007,71,58,44
4/21/2007,79,62,45
4/22/2007,78,67,55
4/23/2007,86,72,58
4/24/2007,76,67,58
4/25/2007,67,57,47
4/26/2007,61,54,46
4/27/2007,56,52,47
4/28/2007,71,63,54
4/29/2007,67,61,55
4/30/2007,80,66,52
5/1/2007,71,61,51
5/2/2007,68,59,50
5/3/2007,72,62,51
5/4/2007,71,61,50
5/5/2007,73,62,51
5/6/2007,63,55,46
5/7/2007,67,56,44
5/8/2007,72,60,47
5/9/2007,83,70,57
5/10/2007,77,69,61
5/11/2007,77,69,60
5/12/2007,74,64,53
5/13/2007,68,59,49
5/14/2007,70,60,49
5/15/2007,84,70,56
5/16/2007,85,72,59
5/17/2007,69,62,54
5/18/2007,54,51,48
5/19/2007,57,54,50
5/20/2007,75,63,51
5/21/2007,71,62,53
5/22/2007,76,65,53
5/23/2007,74,65,55
5/24/2007,84,71,58
5/25/2007,90,77,64
5/26/2007,85,78,71
5/27/2007,86,76,66
5/28/2007,83,75,67
5/29/2007,80,71,61
5/30/2007,84,73,61
5/31/2007,91,78,64
6/1/2007,88,76,64
6/2/2007,89,80,71
6/3/2007,79,71,63
6/4/2007,70,65,60
6/5/2007,81,74,66
6/6/2007,71,64,56
6/7/2007,75,65,54
6/8/2007,85,75,64
6/9/2007,82,74,65
6/10/2007,72,67,62
6/11/2007,84,74,63
6/12/2007,83,74,65
6/13/2007,66,62,57
6/14/2007,64,60,56
6/15/2007,74,67,59
6/16/2007,81,71,60
6/17/2007,86,76,66
6/18/2007,84,76,68
6/19/2007,80,73,66
6/20/2007,78,73,67
6/21/2007,80,70,60
6/22/2007,74,68,61
6/23/2007,74,65,56
6/24/2007,81,69,57
6/25/2007,80,74,67
6/26/2007,91,82,72
6/27/2007,90,80,70
6/28/2007,87,79,70
6/29/2007,77,72,67
6/30/2007,81,72,63
7/1/2007,74,68,61
7/2/2007,74,66,57
7/3/2007,80,70,60
7/4/2007,71,68,65
7/5/2007,78,73,67
7/6/2007,83,75,67
7/7/2007,85,76,67
7/8/2007,89,80,71
7/9/2007,92,84,76
7/10/2007,92,83,74
7/11/2007,85,78,70
7/12/2007,80,73,66
7/13/2007,81,75,69
7/14/2007,84,75,66
7/15/2007,88,80,72
7/16/2007,82,77,71
7/17/2007,88,79,69
7/18/2007,78,74,69
7/19/2007,83,77,70
7/20/2007,78,73,67
7/21/2007,82,73,63
7/22/2007,83,76,68
7/23/2007,72,66,60
7/24/2007,81,70,58
7/25/2007,83,75,67
7/26/2007,85,78,71
7/27/2007,84,78,71
7/28/2007,84,78,71
7/29/2007,80,76,72
7/30/2007,86,78,70
7/31/2007,87,80,72
8/1/2007,90,81,71
8/2/2007,92,84,75
8/3/2007,90,78,66
8/4/2007,89,79,69
8/5/2007,85,78,70
8/6/2007,83,78,72
8/7/2007,89,82,75
8/8/2007,90,82,73
8/9/2007,83,78,72
8/10/2007,72,65,57
8/11/2007,81,69,57
8/12/2007,85,77,68
8/13/2007,84,77,70
8/14/2007,81,73,65
8/15/2007,84,76,67
8/16/2007,83,79,74
8/17/2007,85,74,62
8/18/2007,74,67,59
8/19/2007,71,66,60
8/20/2007,69,64,58
8/21/2007,59,58,56
8/22/2007,65,61,56
8/23/2007,75,69,62
8/24/2007,83,75,66
8/25/2007,87,80,73
8/26/2007,80,76,72
8/27/2007,83,75,67
8/28/2007,83,76,68
8/29/2007,85,76,67
8/30/2007,86,78,70
8/31/2007,78,74,69
9/1/2007,79,72,64
9/2/2007,78,68,58
9/3/2007,82,73,64
9/4/2007,83,76,69
9/5/2007,79,72,65
9/6/2007,80,74,67
9/7/2007,86,78,70
9/8/2007,88,80,71
9/9/2007,85,78,71
9/10/2007,79,76,73
9/11/2007,74,72,69
9/12/2007,75,69,62
9/13/2007,74,66,58
9/14/2007,74,69,64
9/15/2007,69,62,55
9/16/2007,66,58,50
9/17/2007,69,60,51
9/18/2007,70,62,53
9/19/2007,76,66,56
9/20/2007,82,71,60
9/21/2007,82,73,63
9/22/2007,75,70,65
9/23/2007,78,70,62
9/24/2007,79,69,58
9/25/2007,85,74,63
9/26/2007,87,78,69
9/27/2007,82,77,71
9/28/2007,76,69,61
9/29/2007,76,67,58
9/30/2007,72,64,56
10/1/2007,69,64,59
10/2/2007,75,67,58
10/3/2007,78,72,65
10/4/2007,84,77,69
10/5/2007,83,75,67
10/6/2007,83,75,66
10/7/2007,82,75,67
10/8/2007,87,77,67
10/9/2007,79,70,60
10/10/2007,69,65,61
10/11/2007,67,63,59
10/12/2007,60,54,48
10/13/2007,63,54,45
10/14/2007,66,58,49
10/15/2007,67,58,49
10/16/2007,70,63,56
10/17/2007,73,66,58
10/18/2007,77,70,63
10/19/2007,73,69,65
10/20/2007,70,65,60
10/21/2007,74,65,56
10/22/2007,76,68,59
10/23/2007,78,72,66
10/24/2007,67,60,52
10/25/2007,57,53,49
10/26/2007,58,55,52
10/27/2007,67,62,56
10/28/2007,56,50,43
10/29/2007,53,46,38
10/30/2007,62,54,46
10/31/2007,64,57,49
11/1/2007,66,58,50
11/2/2007,55,50,45
11/3/2007,51,48,45
11/4/2007,56,51,45
11/5/2007,57,51,44
11/6/2007,56,50,43
11/7/2007,49,44,39
11/8/2007,46,41,35
11/9/2007,44,42,39
11/10/2007,46,42,37
11/11/2007,46,39,31
11/12/2007,50,44,38
11/13/2007,59,53,47
11/14/2007,58,52,45
11/15/2007,63,53,43
11/16/2007,47,42,37
11/17/2007,46,41,35
11/18/2007,44,42,39
11/19/2007,44,39,34
11/20/2007,48,44,40
11/21/2007,58,51,43
11/22/2007,66,53,40
11/23/2007,40,35,30
11/24/2007,39,33,26
11/25/2007,49,42,34
11/26/2007,62,51,40
11/27/2007,64,54,43
11/28/2007,45,40,35
11/29/2007,51,46,41
11/30/2007,42,39,35
12/1/2007,38,32,25
12/2/2007,36,28,20
12/3/2007,47,40,32
12/4/2007,34,31,28
12/5/2007,33,31,28
12/6/2007,33,27,21
12/7/2007,35,32,28
12/8/2007,44,39,34
12/9/2007,40,37,34
12/10/2007,40,39,37
12/11/2007,45,40,35
12/12/2007,52,43,34
12/13/2007,36,33,29
12/14/2007,42,37,31
12/15/2007,36,33,29
12/16/2007,38,34,29
12/17/2007,33,30,26
12/18/2007,37,33,29
12/19/2007,43,39,34
12/20/2007,44,40,35
12/21/2007,39,38,36
12/22/2007,41,38,35
12/23/2007,61,51,41
12/24/2007,50,44,37
12/25/2007,43,39,35
12/26/2007,39,36,32
12/27/2007,43,40,36
12/28/2007,49,45,40
12/29/2007,51,47,42
12/30/2007,43,39,35
12/31/2007,44,40,35
1/1/2008,47,42,37
1/2/2008,38,28,17
1/3/2008,20,16,12
1/4/2008,36,26,16
1/5/2008,43,38,32
1/6/2008,50,43,36
1/7/2008,62,54,45
1/8/2008,64,59,53
1/9/2008,64,56,47
1/10/2008,50,46,41
1/11/2008,56,48,40
1/12/2008,49,46,42
1/13/2008,45,41,36
1/14/2008,39,37,34
1/15/2008,38,35,32
1/16/2008,39,34,29
1/17/2008,39,35,30
1/18/2008,48,42,35
1/19/2008,37,35,32
1/20/2008,34,26,17
1/21/2008,26,21,15
1/22/2008,39,31,23
1/23/2008,40,35,30
1/24/2008,34,29,24
1/25/2008,33,27,21
1/26/2008,34,30,25
1/27/2008,39,35,30
1/28/2008,42,35,27
1/29/2008,43,37,30
1/30/2008,49,41,32
1/31/2008,38,33,28
2/1/2008,53,43,32
2/2/2008,43,39,35
2/3/2008,49,41,33
2/4/2008,42,38,34
2/5/2008,52,45,38
2/6/2008,68,55,41
2/7/2008,49,44,38
2/8/2008,45,40,35
2/9/2008,44,41,37
2/10/2008,44,30,15
2/11/2008,24,17,10
2/12/2008,31,24,17
2/13/2008,54,43,31
2/14/2008,40,34,28
2/15/2008,47,39,31
2/16/2008,34,29,23
2/17/2008,53,42,30
2/18/2008,64,52,40
2/19/2008,41,35,28
2/20/2008,32,28,24
2/21/2008,33,27,20
2/22/2008,34,30,25
2/23/2008,34,31,28
2/24/2008,39,32,24
2/25/2008,48,40,32
2/26/2008,47,43,38
2/27/2008,44,33,22
2/28/2008,28,23,18
2/29/2008,35,26,17
3/1/2008,46,40,33
3/2/2008,43,36,28
3/3/2008,55,46,36
3/4/2008,63,54,45
3/5/2008,57,47,37
3/6/2008,49,42,34
3/7/2008,45,41,36
3/8/2008,57,47,36
3/9/2008,42,36,30
3/10/2008,45,36,27
3/11/2008,49,42,35
3/12/2008,47,41,35
3/13/2008,45,38,31
3/14/2008,56,48,40
3/15/2008,56,49,41
3/16/2008,47,41,35
3/17/2008,50,40,30
3/18/2008,44,40,35
3/19/2008,53,47,41
3/20/2008,58,47,36
3/21/2008,45,39,33
3/22/2008,50,42,34
3/23/2008,48,39,30
3/24/2008,50,42,33
3/25/2008,48,40,31
3/26/2008,61,52,43
3/27/2008,49,47,44
3/28/2008,48,43,38
3/29/2008,47,40,33
3/30/2008,49,39,28
3/31/2008,57,47,37
4/1/2008,67,61,54
4/2/2008,54,46,37
4/3/2008,50,42,33
4/4/2008,53,48,42
4/5/2008,59,55,50
4/6/2008,51,47,42
4/7/2008,51,46,41
4/8/2008,58,50,41
4/9/2008,58,49,40
4/10/2008,75,62,48
4/11/2008,61,55,49
4/12/2008,76,62,48
4/13/2008,56,50,43
4/14/2008,58,48,38
4/15/2008,61,52,42
4/16/2008,68,57,45
4/17/2008,73,60,46
4/18/2008,84,68,51
4/19/2008,74,63,52
4/20/2008,64,57,49
4/21/2008,63,55,47
4/22/2008,72,60,48
4/23/2008,78,66,53
4/24/2008,79,71,63
4/25/2008,71,64,56
4/26/2008,64,58,51
4/27/2008,56,52,47
4/28/2008,58,53,47
4/29/2008,57,52,46
4/30/2008,57,50,42
5/1/2008,60,52,44
5/2/2008,54,52,49
5/3/2008,58,53,47
5/4/2008,71,60,48
5/5/2008,73,62,50
5/6/2008,79,65,51
5/7/2008,76,66,56
5/8/2008,73,68,63
5/9/2008,64,56,48
5/10/2008,66,57,48
5/11/2008,62,56,49
5/12/2008,54,50,45
5/13/2008,72,61,50
5/14/2008,76,63,50
5/15/2008,75,64,53
5/16/2008,62,56,49
5/17/2008,72,60,47
5/18/2008,66,59,52
5/19/2008,59,54,49
5/20/2008,56,52,48
5/21/2008,68,58,47
5/22/2008,60,54,47
5/23/2008,69,59,49
5/24/2008,71,62,53
5/25/2008,77,65,53
5/26/2008,80,69,58
5/27/2008,83,72,60
5/28/2008,68,61,53
5/29/2008,75,63,50
5/30/2008,82,70,58
5/31/2008,76,70,64
6/1/2008,82,74,65
6/2/2008,80,70,60
6/3/2008,84,74,64
6/4/2008,71,64,57
6/5/2008,74,68,61
6/6/2008,74,67,59
6/7/2008,94,78,61
6/8/2008,93,84,74
6/9/2008,96,86,76
6/10/2008,96,83,69
6/11/2008,85,78,70
6/12/2008,85,77,69
6/13/2008,83,75,66
6/14/2008,89,79,68
6/15/2008,83,74,65
6/16/2008,78,70,61
6/17/2008,75,68,61
6/18/2008,73,65,57
6/19/2008,75,65,57
6/20/2008,79,70,61
6/21/2008,83,72,60
6/22/2008,79,74,69
6/23/2008,79,74,69
6/24/2008,80,72,64
6/25/2008,83,73,63
6/26/2008,81,76,71
6/27/2008,83,78,73
6/28/2008,89,81,72
6/29/2008,88,79,70
6/30/2008,83,77,70
7/1/2008,85,78,70
7/2/2008,85,76,67
7/3/2008,89,80,71
7/4/2008,78,74,69
7/5/2008,74,71,68
7/6/2008,79,74,68
7/7/2008,82,76,70
7/8/2008,89,81,73
7/9/2008,85,80,74
7/10/2008,85,78,71
7/11/2008,87,77,66
7/12/2008,85,78,71
7/13/2008,84,78,71
7/14/2008,81,74,67
7/15/2008,89,80,70
7/16/2008,92,81,70
7/17/2008,93,83,72
7/18/2008,94,84,74
7/19/2008,96,87,78
7/20/2008,94,85,75
